0,tcp,finger,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,233,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,neptune,21
0,tcp,http,SF,3557,8171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,SF,344,13727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,SF,691,3010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,finger,S0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,240,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,ipsweep,21
0,icmp,other,REJ,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,97,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,satan,21
0,tcp,ftp,SF,111,12197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96,42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,udp,ftp_data,RSTOS0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,41,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,12,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,nmap,21
0,tcp,http,SF,3911,4410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,icmp,pop_3,OTH,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,30,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,150,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,smurf,21
0,tcp,smtp,RSTO,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,31,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,60,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,satan,21
0,tcp,http,SF,4361,9576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,SF,3089,3695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,RSTOS0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,15,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,106,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,teardrop,21
0,tcp,http,SF,1781,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,domain_u,SF,720,1084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,private,SF,3815,12055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,SF,4034,12422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,domain_u,SF,2987,9468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,udp,telnet,SH,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,22,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,241,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,pod,21
0,tcp,http,S1,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,23,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,smurf,21
0,icmp,telnet,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,86,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,nmap,21
0,tcp,pop_3,SF,4482,2587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,SF,2990,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,106,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,neptune,21
0,tcp,http,SF,2669,5046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,udp,ftp,REJ,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,55,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,portsweep,21
0,icmp,telnet,S0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,134,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,rootkit,21
0,tcp,http,SF,3517,13708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,ftp_data,SH,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,103,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,satan,21
0,tcp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,34,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,41,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,neptune,21
0,tcp,http,SF,1578,5960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,SF,197,3618,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,other,SF,4642,8878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,SF,4442,2900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,pop_3,SF,2536,1300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,http,SF,4010,11101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,ftp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,34,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,161,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,neptune,21
0,tcp,http,SF,3111,14590,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,tcp,ssh,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,205,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,neptune,21
0,udp,domain_u,S0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,5,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,nmap,21
0,tcp,other,SF,2124,14076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,220,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
0,icmp,ftp,S2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2,0.8,0.8,0.0,0.0,0.1,0.9,0.0,255,10,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,warezclient,21
0,tcp,ssh,SF,4136,12247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
